Name,Age,Gender,Phone,EmailID,City,Location,Grade_10,Grade_12,JEE,CUET,Stream
Aditya Khan,18,Male,915859358035,adityakhan@gmail.com,Bengaluru,Semi-Urban,75.89,66.8,285.21,598.33,B.Tech CS
Arjun Verma,18,Female,915490787255,arjunverma@gmail.com,Mumbai,Semi-Urban,68.66,55.97,298.53,448.32,B.Tech Civil
Aarav Sharma,20,Male,917949994457,aaravsharma@gmail.com,Ahmedabad,Rural,63.86,92.5,108.64,561.2,B.Sc Data Science
Krishna Verma,17,Male,915634202223,krishnaverma@gmail.com,Ahmedabad,Semi-Urban,79.42,51.98,279.93,483.5,B.Tech Mechanical
Ishaan Brown,18,Male,916949739768,ishaanbrown@gmail.com,Toronto,Semi-Urban,84.72,68.32,281.49,518.2,B.Tech ECE
Krishna Sharma,18,Female,915633389234,krishnasharma@gmail.com,Dubai,Rural,70.92,77.22531926406927,100.0,100.0,BCA
Aditya Khan,20,Female,913260055955,adityakhan@gmail.com,Mumbai,Urban,94.14,100.0,,,BCA
Aditya Taylor,19,Female,918077406493,adityataylor@gmail.com,Mumbai,Semi-Urban,82.68,85.59,182.34701123021952,100.0,BCA
Aditya Patel,17,Male,910995765728,adityapatel@gmail.com,Dubai,Rural,97.24,54.84,159.47,536.45,B.Sc Data Science
Krishna Wilson,18,Male,914101666870,krishnawilson@gmail.com,Mumbai,Semi-Urban,73.57,94.99,100.0,100.0,BCA
Krishna Patel,19,Male,914947002519,krishnapatel@gmail.com,Mumbai,Rural,94.81,72.42,127.8,677.76,B.Tech Civil
Sai Johnson,17,Female,916013824127,saijohnson@gmail.com,Mumbai,Rural,,84.44,181.85,,B.Tech Mechanical
Vihaan Johnson,20,Male,910757931444,vihaanjohnson@gmail.com,Dubai,Rural,90.46,89.96,218.74,625.79,B.Tech ECE
Vivaan Khan,17,Male,912624986409,vivaankhan@gmail.com,Ahmedabad,Rural,69.83,90.46,155.36,594.6,B.Tech Civil
Atharv Taylor,19,Male,915122946213,atharvtaylor@gmail.com,New York,Rural,95.57,77.22531926406927,100.0,100.0,BCA
Aditya Brown,19,Male,914991187734,adityabrown@gmail.com,Toronto,Rural,75.24,77.12,261.9,616.21,B.Tech ECE
Vihaan Khan,17,Female,911443575478,vihaankhan@gmail.com,Dubai,Urban,100.0,77.22531926406927,100.0,100.0,BCA
Vivaan Singh,20,Male,912908505048,vivaansingh@gmail.com,Toronto,Semi-Urban,55.29,79.23,267.25,447.17,B.Tech Civil
Ishaan Patel,20,Male,913262776746,ishaanpatel@gmail.com,Dubai,Rural,95.58,89.67,271.98,632.25,B.Tech CS
Vivaan Johnson,18,Male,918569146303,vivaanjohnson@gmail.com,Delhi,Rural,65.8,94.61,182.34701123021952,100.0,BCA
Aditya Sharma,20,Female,914786359430,adityasharma@gmail.com,Delhi,Urban,56.47,80.22,123.57,,B.Sc Data Science
Oliver Miller,18,Male,620492210561,olivermiller@gmail.com,Dubai,Semi-Urban,100.0,77.22531926406927,100.0,100.0,BCA
Sai Miller,17,Male,916658136622,saimiller@gmail.com,Bengaluru,Urban,77.16,93.18,236.97,455.75,B.Tech Civil
Aarav Verma,19,Female,917466219978,aaravverma@gmail.com,New York,Rural,67.15,56.26,280.59,665.6,B.Tech CS
Krishna Wilson,19,Female,912733188156,krishnawilson@gmail.com,Toronto,Rural,92.75,56.05,142.72,534.05,B.Sc Data Science
Krishna Khan,18,Female,914777415463,krishnakhan@gmail.com,Ahmedabad,Semi-Urban,,68.81,100.0,100.0,BCA
Vivaan Taylor,18,Female,919255966472,vivaantaylor@gmail.com,Delhi,Urban,50.68,93.51,155.24,495.84,B.Sc Data Science
Vivaan Sharma,18,Male,919237858471,vivaansharma@gmail.com,Bengaluru,Semi-Urban,89.66,94.98,182.34701123021952,100.0,BCA
Atharv Miller,17,Female,918434565123,atharvmiller@gmail.com,Ahmedabad,Urban,100.0,82.75999999999999,100.0,100.0,BCA
Arjun Wilson,18,Male,917810801326,arjunwilson@gmail.com,Toronto,Rural,,70.05,111.73,551.59,B.Sc Data Science
Vihaan Sharma,18,Female,914144885015,vihaansharma@gmail.com,New York,Rural,86.22,80.8,105.82,470.25,B.Sc IT
Aarav Khan,19,Male,915923466521,aaravkhan@gmail.com,Toronto,Rural,84.23,81.24,100.0,100.0,BCA
Ishaan Singh,18,Male,916032503943,ishaansingh@gmail.com,Dubai,Semi-Urban,100.0,73.93,182.34701123021952,100.0,BCA
Atharv Verma,19,Male,915650869227,atharvverma@gmail.com,Mumbai,Semi-Urban,58.64,90.94,235.5,547.59,B.Tech Mechanical
Sai Khan,17,Female,917910537256,saikhan@gmail.com,New York,Rural,61.2,60.42,139.58,502.94,B.Sc Data Science
Atharv Verma,19,Male,918136900479,atharvverma@gmail.com,Mumbai,Rural,71.61,65.26,219.69,423.99,B.Sc Data Science
Vihaan Taylor,18,Male,912371859212,vihaantaylor@gmail.com,London,Semi-Urban,75.84,64.22,202.53,565.63,B.Tech Civil
Ishaan Miller,18,Male,918989628674,ishaanmiller@gmail.com,Hyderabad,Semi-Urban,80.94,77.22531926406927,248.51,759.79,B.Tech CS
Ishaan Wilson,20,Male,911497268211,ishaanwilson@gmail.com,Dubai,Rural,,100.0,,100.0,BCA
Aarav Brown,17,Female,917567700284,aaravbrown@gmail.com,Bengaluru,Rural,77.56548998375746,80.62,100.0,100.0,BCA
Shaurya Sharma,19,Male,918693032645,shauryasharma@gmail.com,London,Rural,80.74,73.36,121.84,645.15,B.Tech Civil
Vivaan Taylor,20,Male,919052492219,vivaantaylor@gmail.com,Delhi,Semi-Urban,84.28,82.52,132.01,633.16,B.Tech Civil
Atharv Singh,19,Female,919157349438,atharvsingh@gmail.com,New York,Semi-Urban,83.02,60.02,195.33,626.84,B.Tech Mechanical
Aditya Verma,20,Female,915941447720,adityaverma@gmail.com,Ahmedabad,Rural,61.28,61.19,291.82,692.54,B.Tech CS
Vivaan Khan,18,Female,910621461335,vivaankhan@gmail.com,Ahmedabad,Rural,77.56548998375746,96.19,100.0,100.0,BCA
Ishaan Khan,17,Male,911737339701,ishaankhan@gmail.com,Mumbai,Urban,83.03,97.2,213.14,565.49,B.Tech ECE
Aarav Verma,19,Female,911506898511,aaravverma@gmail.com,Sydney,Semi-Urban,82.05,54.02,235.68,707.49,B.Tech CS
Arjun Miller,19,Male,916054113713,arjunmiller@gmail.com,Ahmedabad,Semi-Urban,71.26,94.24,148.42,442.07,B.Sc Data Science
Ishaan Brown,19,Male,916027912615,ishaanbrown@gmail.com,Dubai,Semi-Urban,77.56548998375746,82.89,180.16,748.06,B.Tech CS
Arjun Patel,17,Male,918265859702,arjunpatel@gmail.com,Ahmedabad,Semi-Urban,93.61,77.22531926406927,100.0,100.0,BCA
Ishaan Khan,18,Female,914260855026,ishaankhan@gmail.com,Bengaluru,Rural,89.62,79.35,121.89,703.62,B.Tech Mechanical
Sai Wilson,19,Male,916105272375,saiwilson@gmail.com,New York,Rural,73.61,77.22531926406927,236.8,447.61,B.Tech Civil
Krishna Sharma,18,Female,917017036309,krishnasharma@gmail.com,Ahmedabad,Rural,67.69,76.61,100.0,100.0,BCA
Aarav Taylor,19,Male,918273459986,aaravtaylor@gmail.com,Mumbai,Semi-Urban,77.56548998375746,,,775.7,B.Tech CS
Atharv Verma,19,Female,917496599052,atharvverma@gmail.com,Toronto,Urban,85.16,67.57,224.09,438.27,B.Tech Civil
Atharv Brown,19,Female,911159059256,atharvbrown@gmail.com,Sydney,Rural,62.14,,,100.0,BCA
Vivaan Wilson,17,Female,918650948014,vivaanwilson@gmail.com,Delhi,Urban,98.03,54.86,245.03,,B.Tech ECE
Shaurya Miller,18,Female,916625760138,shauryamiller@gmail.com,Mumbai,Semi-Urban,,79.57,182.34701123021952,,BCA
Arjun Patel,17,Female,919694215291,arjunpatel@gmail.com,Mumbai,Semi-Urban,76.29,88.67,285.66,730.9,B.Tech CS
Aarav Singh,20,Female,912514096170,aaravsingh@gmail.com,Dubai,Semi-Urban,75.1,72.39,114.7,729.85,B.Tech Civil
Aarav Johnson,17,Female,916619639907,aaravjohnson@gmail.com,London,Rural,,94.0,223.85,,B.Tech Mechanical
Ishaan Singh,17,Male,913352358459,ishaansingh@gmail.com,London,Urban,90.09,60.73,,606.43,B.Tech Mechanical
Aarav Wilson,18,Male,911489678082,aaravwilson@gmail.com,London,Semi-Urban,63.75,60.4,126.36,448.99,B.Sc IT
William Johnson,19,Male,109624766590,williamjohnson@gmail.com,Ahmedabad,Semi-Urban,77.56548998375746,87.78,,100.0,BCA
Vihaan Taylor,18,Male,915356287245,vihaantaylor@gmail.com,Mumbai,Rural,85.94,99.87,238.41,629.8,B.Tech CS
Vivaan Sharma,18,Female,915838796334,vivaansharma@gmail.com,London,Rural,64.06,71.35,238.33,799.12,B.Tech CS
Sai Wilson,18,Female,917721396362,saiwilson@gmail.com,Mumbai,Semi-Urban,100.0,69.72,182.34701123021952,100.0,BCA
Shaurya Sharma,19,Female,910180403348,shauryasharma@gmail.com,Mumbai,Urban,91.93,,,699.1,B.Tech Mechanical
Shaurya Patel,18,Female,919953420566,shauryapatel@gmail.com,Sydney,Urban,98.11,61.21,171.69,730.7,B.Tech ECE
Shaurya Sharma,17,Female,917202888239,shauryasharma@gmail.com,Toronto,Semi-Urban,95.95,89.83,,624.61,B.Tech Civil
Vihaan Patel,20,Female,911893153058,vihaanpatel@gmail.com,Ahmedabad,Semi-Urban,75.44,77.22531926406927,100.0,100.0,BCA
Atharv Miller,17,Female,918081403340,atharvmiller@gmail.com,New York,Urban,77.64,87.05,238.98,757.27,B.Tech CS
Aarav Wilson,18,Female,915330236412,aaravwilson@gmail.com,Bengaluru,Rural,87.91,96.67,104.33,628.02,B.Tech Civil
Sai Johnson,19,Male,912091003667,saijohnson@gmail.com,Sydney,Urban,77.56548998375746,61.49,197.91,638.14,B.Tech Mechanical
Krishna Singh,18,Male,913797975254,krishnasingh@gmail.com,Toronto,Urban,88.22,,290.73,,B.Tech Mechanical
Aarav Taylor,18,Female,910923007169,aaravtaylor@gmail.com,New York,Semi-Urban,77.56548998375746,100.0,100.0,100.0,BCA
Ishaan Patel,17,Male,910521410707,ishaanpatel@gmail.com,Delhi,Rural,62.07,,274.27,411.03,B.Tech Civil
Aditya Verma,19,Female,911690476102,adityaverma@gmail.com,Dubai,Rural,83.1,82.42,297.53,505.42,B.Tech ECE
Ishaan Miller,20,Female,911937849531,ishaanmiller@gmail.com,Bengaluru,Rural,90.13,63.36,273.66,,B.Tech CS
Aditya Brown,18,Female,915720314306,adityabrown@gmail.com,Delhi,Rural,61.82,58.87,200.08,546.48,B.Tech Civil
Krishna Taylor,20,Male,919258228280,krishnataylor@gmail.com,Delhi,Semi-Urban,60.92,62.27,141.93,574.72,B.Sc Data Science
Ishaan Miller,18,Female,919374403946,ishaanmiller@gmail.com,Ahmedabad,Urban,76.54,52.03,290.4,579.7,B.Tech ECE
Atharv Patel,18,Male,914951109670,atharvpatel@gmail.com,Bengaluru,Rural,81.15,,,745.15,B.Tech ECE
Sai Taylor,20,Female,914756657329,saitaylor@gmail.com,Toronto,Rural,98.71,54.18,111.73,401.09,B.Sc IT
Krishna Taylor,20,Female,912241286503,krishnataylor@gmail.com,Sydney,Rural,68.24000000000001,77.22531926406927,100.0,100.0,BCA
Vihaan Khan,17,Male,910429560302,vihaankhan@gmail.com,Dubai,Urban,84.13,79.07,274.16,596.15,B.Tech CS
Aarav Verma,20,Female,918202970213,aaravverma@gmail.com,New York,Rural,69.14,78.36,221.02,671.62,B.Tech ECE
Aarav Verma,20,Male,910696577677,aaravverma@gmail.com,Sydney,Semi-Urban,73.58,59.48,101.99,650.59,B.Tech Civil
Shaurya Brown,19,Female,910738546052,shauryabrown@gmail.com,Delhi,Rural,99.75,96.94,127.06,499.42,B.Tech Civil
Vivaan Brown,19,Female,917759017518,vivaanbrown@gmail.com,London,Urban,98.41,91.24,198.94,529.15,B.Tech Mechanical
Aditya Miller,19,Male,918173598488,adityamiller@gmail.com,Ahmedabad,Semi-Urban,51.09,88.61,113.6,714.36,B.Tech Civil
Vihaan Taylor,17,Female,918550702640,vihaantaylor@gmail.com,London,Urban,90.01,71.13,177.1,512.58,B.Tech Civil
Arjun Miller,18,Male,911704861867,arjunmiller@gmail.com,Mumbai,Rural,69.54,59.34,112.24,427.89,BCA
Krishna Khan,17,Female,917186266786,krishnakhan@gmail.com,Delhi,Rural,95.1,89.78,253.12,556.93,B.Tech ECE
Vihaan Singh,17,Male,916572997665,vihaansingh@gmail.com,London,Urban,97.46,88.67,275.34,727.2,B.Tech CS
Atharv Patel,18,Female,914376366287,atharvpatel@gmail.com,Delhi,Urban,73.07,55.79,261.53,548.37,B.Tech Mechanical
Atharv Brown,18,Female,916223683127,atharvbrown@gmail.com,New York,Urban,95.29,56.14,141.17,695.81,B.Tech Mechanical
Sai Verma,19,Female,914196789630,saiverma@gmail.com,Mumbai,Semi-Urban,97.77,67.55,200.86,473.47,B.Tech Civil
Shaurya Sharma,19,Male,918252129328,shauryasharma@gmail.com,Dubai,Rural,92.91,63.92,291.81,779.56,B.Tech CS
Krishna Patel,19,Female,918506967206,krishnapatel@gmail.com,Ahmedabad,Urban,77.56548998375746,68.53,103.23,590.31,B.Sc Data Science
Atharv Sharma,20,Male,911364689068,atharvsharma@gmail.com,Sydney,Rural,75.74,76.95,105.14,639.52,B.Tech Civil
Atharv Singh,20,Male,915754523558,atharvsingh@gmail.com,Dubai,Rural,77.56548998375746,67.52,172.95,458.8,B.Sc Data Science
Ishaan Patel,17,Female,919484220900,ishaanpatel@gmail.com,Hyderabad,Urban,77.56548998375746,100.0,100.0,100.0,BCA
Atharv Khan,20,Female,913521998068,atharvkhan@gmail.com,Ahmedabad,Semi-Urban,70.19,83.34,285.91,771.67,B.Tech CS
Arjun Wilson,20,Female,919633792262,arjunwilson@gmail.com,Sydney,Urban,80.81,53.71,100.1,487.43,B.Sc IT
Sai Johnson,17,Male,910487706769,saijohnson@gmail.com,Hyderabad,Urban,94.03,87.88,217.78,794.47,B.Tech CS
Shaurya Miller,20,Male,911550291681,shauryamiller@gmail.com,New York,Semi-Urban,87.46,71.13,104.48,780.14,B.Tech Mechanical
Atharv Wilson,19,Female,913368287657,atharvwilson@gmail.com,New York,Semi-Urban,67.86,56.94,201.78,622.98,B.Tech Civil
Aarav Wilson,19,Female,913602344225,aaravwilson@gmail.com,Bengaluru,Urban,100.0,65.77000000000001,100.0,100.0,BCA
Vihaan Sharma,18,Male,916919486707,vihaansharma@gmail.com,London,Semi-Urban,80.62,76.89,181.39,749.32,B.Tech CS
Krishna Singh,19,Male,913479852948,krishnasingh@gmail.com,Ahmedabad,Rural,72.76,64.33,123.65,679.66,B.Tech Civil
Arjun Taylor,17,Male,919586760304,arjuntaylor@gmail.com,Mumbai,Semi-Urban,89.04,89.43,154.63,673.94,B.Tech Mechanical
Krishna Johnson,18,Female,914737457147,krishnajohnson@gmail.com,Bengaluru,Rural,,83.71,,769.35,B.Tech ECE
Aarav Verma,17,Female,911591497501,aaravverma@gmail.com,Dubai,Semi-Urban,75.54,85.85,240.31,606.51,B.Tech ECE
Atharv Brown,17,Male,917693477966,atharvbrown@gmail.com,Mumbai,Rural,76.83,88.12,182.34701123021952,100.0,BCA
Arjun Johnson,17,Female,915420340301,arjunjohnson@gmail.com,Mumbai,Semi-Urban,68.16,95.25,291.32,625.77,B.Tech CS
Ishaan Khan,20,Male,911109820481,ishaankhan@gmail.com,Delhi,Urban,62.49,77.22531926406927,211.41,674.61,B.Tech ECE
Shaurya Wilson,19,Male,919802075204,shauryawilson@gmail.com,London,Semi-Urban,95.56,94.33,296.17,483.26,B.Tech CS
Matthew Johnson,17,Male,121862438011,matthewjohnson@gmail.com,Sydney,Semi-Urban,69.66,77.22531926406927,272.73,555.12,B.Tech ECE
Krishna Patel,20,Female,911189192834,krishnapatel@gmail.com,Ahmedabad,Urban,91.87,71.68,242.7,418.18,B.Tech Civil
Vivaan Patel,17,Female,915250815959,vivaanpatel@gmail.com,Mumbai,Rural,62.01,66.91,104.31,747.21,B.Tech Civil
Vivaan Verma,17,Male,919969308488,vivaanverma@gmail.com,Toronto,,100.0,82.29,100.0,100.0,BCA
Ishaan Johnson,17,Female,913544252477,ishaanjohnson@gmail.com,Toronto,Rural,62.66,88.93,154.69,556.21,B.Tech Civil
Aarav Wilson,17,Male,912213189605,aaravwilson@gmail.com,Mumbai,Urban,95.94,69.24,273.61,653.6,B.Tech CS
Sai Khan,18,Female,913057578660,saikhan@gmail.com,Toronto,Urban,59.34,95.32,167.31,582.59,B.Tech Civil
Vivaan Taylor,19,Female,911758080388,vivaantaylor@gmail.com,Dubai,Semi-Urban,,86.76,157.17,,B.Tech Mechanical
Krishna Johnson,19,Female,916027316035,krishnajohnson@gmail.com,Mumbai,Urban,96.44,100.0,182.34701123021952,100.0,BCA
Arjun Taylor,19,Female,913562327700,arjuntaylor@gmail.com,Ahmedabad,Rural,60.65,76.54,241.14,587.93,B.Tech Mechanical
Krishna Taylor,17,Female,910218645982,krishnataylor@gmail.com,Delhi,Semi-Urban,77.56548998375746,81.25,100.0,100.0,BCA
Vihaan Khan,17,Female,916670533085,vihaankhan@gmail.com,Delhi,Semi-Urban,76.78,77.15,177.09,558.93,B.Tech Civil
Ishaan Sharma,19,Male,917077508849,ishaansharma@gmail.com,Ahmedabad,Semi-Urban,78.89,80.6,282.59,479.13,B.Tech Mechanical
Atharv Johnson,17,Female,917836903034,atharvjohnson@gmail.com,Delhi,Urban,91.09,70.28,230.85,450.0,B.Tech Civil
Shaurya Miller,19,Male,918294419147,shauryamiller@gmail.com,Dubai,Semi-Urban,52.39,68.08,161.53,451.26,B.Sc IT
Sai Patel,20,Female,910534774116,saipatel@gmail.com,Mumbai,Urban,75.42,85.06,,,B.Tech Mechanical
Arjun Patel,17,Male,917536170617,arjunpatel@gmail.com,Delhi,Urban,84.37,68.76,162.72,763.32,B.Tech ECE
Atharv Wilson,18,Female,915561927671,atharvwilson@gmail.com,Hyderabad,Rural,,84.22,,702.1,B.Tech Mechanical
Krishna Singh,17,Male,912309586297,krishnasingh@gmail.com,Hyderabad,Semi-Urban,83.45,76.66,254.11,608.95,B.Tech ECE
Krishna Sharma,20,Female,912437729420,krishnasharma@gmail.com,Dubai,Rural,78.44,77.22531926406927,100.0,100.0,BCA
Aarav Brown,17,Male,913900458927,aaravbrown@gmail.com,New York,Semi-Urban,69.25999999999999,83.4,100.0,100.0,BCA
Ishaan Patel,20,Male,912750271926,ishaanpatel@gmail.com,Ahmedabad,Urban,,,147.07,,B.Tech Civil
Vihaan Khan,18,Male,913936057207,vihaankhan@gmail.com,Hyderabad,Urban,67.55,77.22531926406927,100.0,100.0,BCA
Krishna Wilson,19,Male,919573940598,krishnawilson@gmail.com,Mumbai,Urban,82.89,71.61,,,B.Tech Civil
Arjun Miller,17,Female,911019953210,arjunmiller@gmail.com,New York,Semi-Urban,73.97,82.08,300.0,716.18,B.Tech CS
Sai Wilson,17,Male,911759661446,saiwilson@gmail.com,London,Rural,75.97,63.41,217.06,609.85,B.Tech Mechanical
Shaurya Khan,20,Male,910066329568,shauryakhan@gmail.com,Dubai,Semi-Urban,99.78,67.69,162.02,776.79,B.Tech CS
Vihaan Wilson,20,Male,918518626713,vihaanwilson@gmail.com,London,Semi-Urban,65.24,88.85,100.16,429.75,B.Sc IT
Vihaan Brown,19,Male,913386136746,vihaanbrown@gmail.com,Delhi,Rural,55.02,91.3,163.74,496.4,B.Tech Civil
Shaurya Patel,20,Male,918550743509,shauryapatel@gmail.com,New York,Urban,100.0,100.0,100.0,100.0,BCA
Sai Khan,19,Male,915347439270,saikhan@gmail.com,Sydney,Urban,58.54,72.91,108.95,730.58,B.Tech Civil
Aditya Patel,20,Male,915799883594,adityapatel@gmail.com,Hyderabad,Urban,71.56,51.7,135.64,468.29,B.Sc IT
Krishna Wilson,20,Female,912812598362,krishnawilson@gmail.com,Mumbai,Rural,90.91,63.37,201.85,624.0,B.Tech Mechanical
Shaurya Singh,18,Female,919677761920,shauryasingh@gmail.com,London,Urban,88.98,77.22531926406927,,100.0,BCA
Krishna Sharma,18,Male,911903689003,krishnasharma@gmail.com,Mumbai,Urban,52.83,71.93,156.52,525.65,B.Sc Data Science
Vihaan Taylor,19,Female,910789677888,vihaantaylor@gmail.com,Dubai,Urban,82.22,94.87,127.08,789.37,B.Tech ECE
Shaurya Patel,20,Male,911877795334,shauryapatel@gmail.com,Bengaluru,Urban,66.23,79.57,288.24,451.87,B.Tech Mechanical
Vivaan Miller,18,Male,916473908753,vivaanmiller@gmail.com,New York,Semi-Urban,82.7,78.0,132.38,509.29,B.Sc Data Science
Krishna Verma,17,Male,915634202223,krishnaverma@gmail.com,Ahmedabad,Semi-Urban,79.42,51.98,279.93,483.5,B.Tech Mechanical
Shaurya Miller,18,Male,919830922133,shauryamiller@gmail.com,Toronto,Urban,62.65,66.1,,,B.Tech Civil
Vivaan Wilson,17,Female,915740519950,vivaanwilson@gmail.com,Sydney,Urban,79.9,85.49,101.14,732.02,B.Tech Mechanical
Atharv Brown,20,Male,913003736375,atharvbrown@gmail.com,Toronto,Urban,75.91,66.56,238.97,731.54,B.Tech CS
Shaurya Khan,17,Male,910967139719,shauryakhan@gmail.com,Delhi,Urban,69.89,81.66,246.35,446.22,B.Tech Civil
Vihaan Miller,18,Male,916042942992,vihaanmiller@gmail.com,Delhi,Urban,80.71,58.75,189.38,782.8,B.Tech CS
Aarav Patel,20,Female,913798214924,aaravpatel@gmail.com,Delhi,Urban,77.56548998375746,89.97,100.0,100.0,BCA
Sai Johnson,18,Male,911876927043,saijohnson@gmail.com,Sydney,Semi-Urban,66.56,86.13,273.23,607.79,B.Tech CS
Sai Miller,17,Male,919941364477,saimiller@gmail.com,Bengaluru,Semi-Urban,54.82,77.12,299.48,745.14,B.Tech CS
Krishna Miller,19,Male,910436444694,krishnamiller@gmail.com,Delhi,Semi-Urban,77.56548998375746,70.51,102.84,644.17,B.Tech Civil
Krishna Wilson,17,Male,915858240497,krishnawilson@gmail.com,Toronto,Semi-Urban,84.21,98.75,164.46,593.67,B.Tech Mechanical
Atharv Verma,18,Male,914861311035,atharvverma@gmail.com,Sydney,Urban,77.56548998375746,100.0,100.0,100.0,BCA
Arjun Singh,17,Female,911219170622,arjunsingh@gmail.com,Sydney,Semi-Urban,77.56548998375746,,182.54,,B.Sc Data Science
Vihaan Sharma,17,Female,913647048704,vihaansharma@gmail.com,Bengaluru,Semi-Urban,95.65,52.24,154.22,667.22,B.Tech Mechanical
Atharv Verma,18,Male,914861311035,atharvverma@gmail.com,Sydney,Urban,77.56548998375746,100.0,100.0,100.0,BCA
Vivaan Sharma,17,Male,914508146470,vivaansharma@gmail.com,Bengaluru,Urban,70.92,71.98,122.47,423.7,B.Sc IT
Atharv Brown,18,Male,916098910504,atharvbrown@gmail.com,New York,Semi-Urban,87.6,81.76,120.4,661.76,B.Tech Mechanical
Ishaan Sharma,17,Female,919621167123,ishaansharma@gmail.com,Mumbai,Rural,69.48,67.15,145.19,752.93,B.Tech Mechanical
Aditya Taylor,20,Male,917726195843,adityataylor@gmail.com,Bengaluru,Rural,77.56548998375746,67.52,171.62,617.87,B.Tech Mechanical
Ishaan Verma,18,Male,919596292330,ishaanverma@gmail.com,Dubai,Rural,76.61,79.84,133.68,791.6,B.Tech ECE
Shaurya Khan,20,Male,910066329568,shauryakhan@gmail.com,Dubai,Semi-Urban,99.78,67.69,162.02,776.79,B.Tech ECE
Sai Wilson,17,Male,910826773454,saiwilson@gmail.com,Mumbai,Urban,82.61,61.61,247.74,740.13,B.Tech CS
Atharv Verma,18,Female,912067730978,atharvverma@gmail.com,Mumbai,Urban,92.65,80.59,142.77,560.13,B.Tech Civil
Krishna Patel,20,Female,914187768961,krishnapatel@gmail.com,Toronto,Rural,81.69,71.9,137.39,782.84,B.Tech ECE
Vivaan Patel,18,Male,912232087385,vivaanpatel@gmail.com,Toronto,Urban,97.06,87.84,243.91,521.76,B.Tech Mechanical
Aditya Brown,19,Female,912231464202,adityabrown@gmail.com,Mumbai,Rural,69.73,99.47,214.72,783.03,B.Tech CS
Vihaan Wilson,17,Female,918062350405,vihaanwilson@gmail.com,London,Rural,86.38,,191.33,415.33,B.Sc Data Science
Arjun Patel,18,Male,910395395260,arjunpatel@gmail.com,Sydney,Semi-Urban,76.86,67.29,136.17,722.32,B.Tech Mechanical
Aarav Miller,17,Female,914552753700,aaravmiller@gmail.com,Ahmedabad,Urban,95.84,58.66,140.1,738.46,B.Tech Mechanical
Arjun Brown,20,Male,911412804471,arjunbrown@gmail.com,Bengaluru,Urban,99.36,60.08,183.97,513.99,B.Tech Civil
Sai Verma,20,Female,917903230888,saiverma@gmail.com,Mumbai,Rural,93.19,94.3,156.6,426.82,B.Sc Data Science
Krishna Singh,20,Female,916872343098,krishnasingh@gmail.com,Mumbai,,75.68,70.50999999999999,100.0,100.0,BCA
Shaurya Verma,17,Male,910056555304,shauryaverma@gmail.com,Mumbai,Rural,89.91,63.91,225.43,638.23,B.Tech ECE
Shaurya Patel,20,Male,911877795334,shauryapatel@gmail.com,Bengaluru,Urban,66.23,79.57,288.24,451.87,B.Tech Mechanical
Shaurya Singh,17,Female,917735031884,shauryasingh@gmail.com,Dubai,Rural,100.0,67.2,100.0,100.0,BCA
Ishaan Patel,20,Male,912750271926,ishaanpatel@gmail.com,Ahmedabad,Urban,,,147.07,,B.Tech Civil
Atharv Khan,19,Female,916338123543,atharvkhan@gmail.com,Hyderabad,Rural,52.33,69.64,101.14,597.38,B.Sc Data Science
Vihaan Verma,20,Female,916300402369,vihaanverma@gmail.com,Hyderabad,Rural,89.97,94.16,185.38,627.27,B.Tech Mechanical
Aditya Miller,18,Female,910625873608,adityamiller@gmail.com,Mumbai,Rural,67.6,56.65,235.29,567.23,B.Tech Mechanical
Shaurya Khan,17,Male,910967139719,shauryakhan@gmail.com,Delhi,Urban,69.89,81.66,246.35,446.22,B.Tech Civil
